acct	sched_cd	Div_ord	Type_Interest	Interest_Percent
1012513	E	177910	ROYALTY	0.000400
1012515	E	177910	ROYALTY	0.000157
1012516	E	177910	ROYALTY	0.000131
1012517	E	177910	ROYALTY	0.000367
1012518	E	177910	ROYALTY	0.000269
1012519	E	177910	ROYALTY	0.000085
1012520	E	177910	ROYALTY	0.000283
1012521	E	177910	ROYALTY	0.000512
1012522	E	177910	ROYALTY	0.000269
1012523	E	177910	ROYALTY	0.000269
1012524	E	179756	ROYALTY	0.000108
1012529	E	179756	ROYALTY	0.000076
1012531	E	179756	ROYALTY	0.000079
1012532	E	179756	ROYALTY	0.000454
1012542	E	182406	ROYALTY	0.002924
1012543	E	182406	ROYALTY	0.002924
1012557	E	182406	OVERRIDE	0.002998
1012562	E	182406	OVERRIDE	0.002628
1012585	E	186889	ROYALTY	0.001254
1012608	E	192683	ROYALTY	0.000070
1012609	E	192683	ROYALTY	0.000059
1012611	E	195489	WORKING	0.750000
1012726	E	196792	WORKING	0.821861
1012736	E	101006	OVERRIDE	0.000214
1012738	E	101006	OVERRIDE	0.000214
1012743	E	010496	ROYALTY	0.000264
1012745	E	010496	ROYALTY	0.000200
1012748	E	010496	ROYALTY	0.000443
1012749	E	010496	ROYALTY	0.000444
1016116	E	196791	ROYALTY	0.033954
1016145	E	196791	ROYALTY	0.024879
1016147	E	196791	ROYALTY	0.024879
1016159	E	196791	ROYALTY	0.005527
1016160	E	196791	ROYALTY	0.005527
1016177	E	196791	ROYALTY	0.004238
1017083	E	023802	ROYALTY	0.042171
1017085	E	039549	ROYALTY	0.007397
1017090	E	168884	OVERRIDE	0.000092
1017092	E	168884	ROYALTY	0.000499
1018987	E	198556	OVERRIDE	0.030000
1019013	E	198556	ROYALTY	0.045980
1019037	E	198556	ROYALTY	0.022064
1019065	E	198556	ROYALTY	0.125000
1019634	E	024399	OVERRIDE	0.037000
1019635	E	024399	OVERRIDE	0.035666
1019636	E	024399	OVERRIDE	0.035666
1019642	E	024399	ROYALTY	0.004600
1019653	E	024399	ROYALTY	0.004600
1019667	E	024399	ROYALTY	0.004600
1019668	E	024399	ROYALTY	0.007700
1019669	E	024399	ROYALTY	0.007700
1019670	E	024399	ROYALTY	0.007700
1019672	E	024399	ROYALTY	0.004600
1019676	E	024399	ROYALTY	0.004600
1019691	E	024399	ROYALTY	0.005200
1019782	E	174380	OVERRIDE	0.019700
1019785	E	174380	OVERRIDE	0.003190
1019808	E	174380	OVERRIDE	0.004312
1019931	E	195489	OVERRIDE	0.030823
1019937	E	195489	OVERRIDE	0.020000
1019940	E	195489	ROYALTY	0.040664
1019941	E	195489	ROYALTY	0.016753
1019951	E	195489	ROYALTY	0.011168
1019953	E	195489	ROYALTY	0.017868
1019956	E	195489	ROYALTY	0.011391
1019958	E	195489	ROYALTY	0.011558
1019960	E	195489	ROYALTY	0.010721
1019965	E	197425	OVERRIDE	0.010792
1019966	E	197425	ROYALTY	0.010500
1019967	E	197425	ROYALTY	0.013306
1019968	E	197425	ROYALTY	0.014844
1020611	E	196792	OVERRIDE	0.014773
1020625	E	196792	ROYALTY	0.000537
1020734	E	196792	ROYALTY	0.001207
1020823	E	196792	ROYALTY	0.000499
1020838	E	196792	ROYALTY	0.020629
1020846	E	196792	ROYALTY	0.020676
1020865	E	196792	ROYALTY	0.020668
1020867	E	196792	ROYALTY	0.002676
1020881	E	196792	ROYALTY	0.001308
1020909	E	196792	ROYALTY	0.009327
1021287	E	012397	ROYALTY	0.037500
1021580	E	151734	ROYALTY	0.001125
1021590	E	155936	ROYALTY	0.003132
1021915	E	177910	ROYALTY	0.000851
1024070	E	039890	ROYALTY	0.003472
1024073	E	039890	ROYALTY	0.003473
1024075	E	149628	ROYALTY	0.003472
1024077	E	149628	ROYALTY	0.003473
1024083	E	101006	ROYALTY	0.000529
1024085	E	101006	ROYALTY	0.000529
1024097	E	101006	ROYALTY	0.000529
1024100	E	101006	ROYALTY	0.000529
1030317	E	142134	ROYALTY	0.010416
1030318	E	142134	ROYALTY	0.010416
1030336	E	143233	ROYALTY	0.003127
1030337	E	143233	ROYALTY	0.002316
1030338	E	143233	ROYALTY	0.002316
1030340	E	143233	ROYALTY	0.002316
1030341	E	143233	ROYALTY	0.003127
1030394	E	171232	ROYALTY	0.000069
1030400	E	171232	ROYALTY	0.000102
1030406	E	171232	ROYALTY	0.000068
1030409	E	171232	ROYALTY	0.000051
1030413	E	171232	ROYALTY	0.000069
1036446	E	171232	ROYALTY	0.000814
1041937	E	001771	WORKING	0.833333
1041938	E	001772	WORKING	0.854165
1041939	E	001775	WORKING	0.833333
1041940	E	001776	WORKING	0.875000
1041941	E	001777	WORKING	0.800000
1041942	E	001779	WORKING	0.875000
1041943	E	001783	WORKING	0.875000
1041945	E	001840	ROYALTY	0.183410
1041946	E	001840	ROYALTY	0.016590
1041951	E	004364	ROYALTY	0.004688
1041952	E	004733	WORKING	0.682167
1041956	E	004825	WORKING	0.750000
1041957	E	005569	ROYALTY	0.125000
1041958	E	005569	WORKING	0.875000
1041959	E	005570	ROYALTY	0.125000
1041960	E	005570	WORKING	0.875000
1041969	E	012020	OVERRIDE	0.011000
1041970	E	012320	ROYALTY	0.000917
1041975	E	015488	WORKING	0.750000
1041976	E	016030	ROYALTY	0.005556
1041977	E	016030	ROYALTY	0.005556
1041978	E	016363	OVERRIDE	0.033334
1041979	E	016363	ROYALTY	0.011110
1041980	E	016363	ROYALTY	0.005556
1041981	E	016363	ROYALTY	0.005556
1041982	E	016363	ROYALTY	0.007408
1041983	E	016363	WORKING	0.803704
1041987	E	017378	OVERRIDE	0.033334
1041988	E	017378	ROYALTY	0.011110
1041989	E	017378	ROYALTY	0.005556
1041990	E	017378	ROYALTY	0.005556
1041991	E	017378	ROYALTY	0.007408
1041997	E	021100	ROYALTY	0.002672
1041998	E	021100	ROYALTY	0.002672
1041999	E	021100	ROYALTY	0.002672
1042003	E	023647	ROYALTY	0.000625
1042070	E	024145	ROYALTY	0.004342
1042071	E	024145	ROYALTY	0.004342
1042072	E	024145	ROYALTY	0.001181
1042073	E	024145	ROYALTY	0.015664
1042204	E	024644	OVERRIDE	0.022500
1042205	E	024644	WORKING	0.875000
1042210	E	039890	ROYALTY	0.003472
1042211	E	040559	ROYALTY	0.004223
1042215	E	140150	WORKING	0.777788
1042216	E	140785	ROYALTY	0.002504
1042217	E	140785	ROYALTY	0.007973
1042218	E	142134	WORKING	0.879629
1042219	E	142319	ROYALTY	0.003143
1042220	E	143233	WORKING	0.838426
1042221	E	145455	WORKING	0.839380
1042222	E	148399	OVERRIDE	0.002750
1042226	E	149628	ROYALTY	0.003472
1042227	E	150776	ROYALTY	0.004750
1042228	E	151734	ROYALTY	0.000938
1042229	E	151734	ROYALTY	0.000938
1042230	E	151765	WORKING	0.710663
1042232	E	155936	OVERRIDE	0.000288
1042233	E	155936	OVERRIDE	0.000288
1042234	E	155936	OVERRIDE	0.000288
1042235	E	155936	OVERRIDE	0.000288
1042236	E	155936	OVERRIDE	0.000288
1042237	E	155936	OVERRIDE	0.000230
1042238	E	155936	OVERRIDE	0.000288
1042239	E	155936	OVERRIDE	0.000288
1042240	E	155936	OVERRIDE	0.000866
1042242	E	155936	OVERRIDE	0.000634
1042253	E	167413	ROYALTY	0.004132
1042254	E	167999	OVERRIDE	0.021740
1042255	E	167999	OVERRIDE	0.003520
1042262	E	167999	OVERRIDE	0.004758
1042264	E	167999	OVERRIDE	0.005490
1042268	E	168260	ROYALTY	0.000807
1042287	E	168866	OVERRIDE	0.000866
1042288	E	168866	OVERRIDE	0.008078
1042289	E	168866	OVERRIDE	0.000634
1042290	E	168866	ROYALTY	0.062500
1042293	E	168884	ROYALTY	0.000095
1042294	E	168884	ROYALTY	0.000095
1042295	E	168884	WORKING	0.756711
1042297	E	168973	WORKING	0.806545
1042298	E	171232	ROYALTY	0.000190
1042300	E	171232	ROYALTY	0.000120
1042301	E	171232	ROYALTY	0.000070
1042302	E	171232	ROYALTY	0.000070
1042303	E	171232	ROYALTY	0.000070
1042304	E	171232	ROYALTY	0.000070
1042305	E	171232	ROYALTY	0.000140
1042307	E	174380	OVERRIDE	0.004038
1042308	E	176287	OVERRIDE	0.005240
1042310	E	177910	ROYALTY	0.000059
1042311	E	177910	ROYALTY	0.000175
1042312	E	177910	ROYALTY	0.000052
1042313	E	177910	ROYALTY	0.000203
1042314	E	177910	ROYALTY	0.001308
1042315	E	177910	ROYALTY	0.000262
1042316	E	177910	ROYALTY	0.000122
1042317	E	177910	ROYALTY	0.000052
1042318	E	177910	ROYALTY	0.000052
1042324	E	182010	ROYALTY	0.000741
1042325	E	182010	WORKING	0.806545
1042361	E	192663	ROYALTY	0.004320
1042367	E	192683	OVERRIDE	0.006616
1042368	E	192683	OVERRIDE	0.000534
1042370	E	192683	ROYALTY	0.000029
1042373	E	192683	ROYALTY	0.000035
1042374	E	192683	ROYALTY	0.000035
1042376	E	192683	ROYALTY	0.002846
1042377	E	192683	ROYALTY	0.000230
1042378	E	192683	ROYALTY	0.010517
1042379	E	192683	ROYALTY	0.000619
1042380	E	192683	ROYALTY	0.000619
1042381	E	192683	ROYALTY	0.000619
1042390	E	196791	ROYALTY	0.005087
1042394	E	196791	ROYALTY	0.007629
1042398	E	196791	ROYALTY	0.007629
1042427	E	197425	ROYALTY	0.008826
1042428	E	197425	ROYALTY	0.009304
1042429	E	197425	ROYALTY	0.007126
1042542	E	200967	OVERRIDE	0.008954
1042543	E	200967	OVERRIDE	0.018113
1042549	E	200967	OVERRIDE	0.022870
1042555	E	200967	ROYALTY	0.010364
1042556	E	200967	ROYALTY	0.020227
1042558	E	200967	ROYALTY	0.008990
1042559	E	200967	ROYALTY	0.008990
1042561	E	200967	ROYALTY	0.013484
1042562	E	200967	ROYALTY	0.020227
1042563	E	200967	WORKING	0.740240
1042758	E	203320	ROYALTY	0.033362
1042759	E	203320	ROYALTY	0.024445
1042760	E	203320	ROYALTY	0.024445
1042811	E	204707	WORKING	0.750000
1042814	E	101006	OVERRIDE	0.000189
1042815	E	101006	OVERRIDE	0.000189
1042817	E	101006	OVERRIDE	0.001025
1042819	E	101006	ROYALTY	0.005297
1042820	E	101006	ROYALTY	0.000166
1042821	E	101006	ROYALTY	0.000166
1042822	E	101006	ROYALTY	0.000166
1042823	E	101006	ROYALTY	0.000166
1042824	E	101006	ROYALTY	0.000166
1042825	E	101006	ROYALTY	0.000166
1042826	E	101006	ROYALTY	0.000170
1042827	E	101006	ROYALTY	0.000185
1042828	E	101006	ROYALTY	0.000185
1042829	E	101006	ROYALTY	0.002099
1042830	E	101006	ROYALTY	0.000529
1042831	E	101006	OVERRIDE	0.001792
1042833	E	101006	OVERRIDE	0.000189
1042834	E	101006	OVERRIDE	0.000189
1042836	E	101006	OVERRIDE	0.001025
1042838	E	101006	ROYALTY	0.005297
1042839	E	101006	ROYALTY	0.000166
1042840	E	101006	ROYALTY	0.000166
1042841	E	101006	ROYALTY	0.000166
1042842	E	101006	ROYALTY	0.000166
1042843	E	101006	ROYALTY	0.000166
1042844	E	101006	ROYALTY	0.000166
1042845	E	101006	ROYALTY	0.000170
1042846	E	101006	ROYALTY	0.000185
1042847	E	101006	ROYALTY	0.000185
1042848	E	101006	ROYALTY	0.002099
1042849	E	101006	ROYALTY	0.000529
1042853	E	010496	ROYALTY	0.000991
1042854	E	010496	ROYALTY	0.001078
1042855	E	010496	ROYALTY	0.000485
1042857	E	010496	ROYALTY	0.005208
1042859	E	010496	ROYALTY	0.005208
1042860	E	010496	ROYALTY	0.005208
1042861	E	010496	ROYALTY	0.000622
1042862	E	112715	ROYALTY	0.001215
1042864	E	112715	ROYALTY	0.013889
1042865	E	112715	ROYALTY	0.013889
1042866	E	112715	ROYALTY	0.013889
1044234	E	204707	ROYALTY	0.000942
1044240	E	204707	ROYALTY	0.044213
1044242	E	204707	ROYALTY	0.001292
1044245	E	204707	ROYALTY	0.002582
1044246	E	204707	ROYALTY	0.001412
1044248	E	204707	ROYALTY	0.072298
1044249	E	204707	ROYALTY	0.050812
1044251	E	204707	ROYALTY	0.011772
1044252	E	204707	ROYALTY	0.005174
1044254	E	204707	ROYALTY	0.001292
1044255	E	204707	ROYALTY	0.001292
1044258	E	204707	ROYALTY	0.002582
1044259	E	204707	ROYALTY	0.005646
1044261	E	204707	ROYALTY	0.005646
1044262	E	204707	ROYALTY	0.000706
1044264	E	204707	ROYALTY	0.005646
1044268	E	204707	ROYALTY	0.000706
1044270	E	204707	ROYALTY	0.000470
1044272	E	204707	ROYALTY	0.000470
1044273	E	204707	ROYALTY	0.001412
1044274	E	204707	ROYALTY	0.000470
1044275	E	204707	ROYALTY	0.000941
1044278	E	204707	ROYALTY	0.005646
1044281	E	204707	ROYALTY	0.024344
1044282	E	204707	ROYALTY	0.000942
1051465	E	016107	ROYALTY	0.062500
1051467	E	020069	OVERRIDE	0.005500
1051523	E	168884	ROYALTY	0.002266
1051529	E	168884	ROYALTY	0.000095
1051546	E	182010	ROYALTY	0.001164
1051681	E	001777	ROYALTY	0.000376
1051682	E	039890	ROYALTY	0.005208
1051683	E	039890	ROYALTY	0.002604
1051687	E	149628	ROYALTY	0.005208
1051688	E	149628	ROYALTY	0.002604
1051694	E	101006	ROYALTY	0.000805
1051698	E	101006	ROYALTY	0.000402
1051705	E	010496	ROYALTY	0.002747
1051706	E	010496	ROYALTY	0.010417
1051707	E	010496	ROYALTY	0.005208
1060257	E	012475	OVERRIDE	0.027302
1060261	E	148399	OVERRIDE	0.002996
1060309	E	168866	ROYALTY	0.000782
1060310	E	168866	ROYALTY	0.000632
1060311	E	168866	ROYALTY	0.003255
1060317	E	168866	ROYALTY	0.005859
1060319	E	010496	ROYALTY	0.000239
1060584	E	001827	ROYALTY	0.001250
1061369	E	200967	ROYALTY	0.013484
1062874	E	010647	ROYALTY	0.270000
2009907	E	001777	ROYALTY	0.000188
2009927	E	004705	WORKING	0.726498
2009928	E	004825	OVERRIDE	0.101562
2009931	E	008371	ROYALTY	0.000830
2009932	E	008371	ROYALTY	0.000830
2009936	E	009870	ROYALTY	0.015625
2009937	E	009870	ROYALTY	0.015625
2009938	E	009870	ROYALTY	0.015625
2009939	E	009870	ROYALTY	0.023437
2009940	E	009870	ROYALTY	0.023437
2009941	E	009870	ROYALTY	0.023437
2009942	E	009870	ROYALTY	0.023437
2009943	E	009870	ROYALTY	0.046875
2009962	E	016030	WORKING	0.787500
2009964	E	016030	WORKING	0.796333
2009971	E	021318	OVERRIDE	0.005500
2009972	E	021333	ROYALTY	0.002927
2009973	E	021333	ROYALTY	0.002927
2009974	E	022527	ROYALTY	0.008333
2009975	E	022527	ROYALTY	0.008333
2009976	E	022527	ROYALTY	0.008333
2009977	E	022527	ROYALTY	0.008333
2009978	E	022527	ROYALTY	0.008333
2009979	E	022874	ROYALTY	0.015625
2009980	E	022874	ROYALTY	0.015625
2009981	E	022874	ROYALTY	0.015625
2009982	E	022874	ROYALTY	0.023437
2009983	E	022874	ROYALTY	0.023437
2009984	E	022874	ROYALTY	0.023437
2009985	E	022874	ROYALTY	0.023437
2009986	E	022874	ROYALTY	0.046875
2009988	E	023647	OVERRIDE	0.000418
2009989	E	023647	OVERRIDE	0.000418
2009990	E	023647	ROYALTY	0.000459
2009991	E	023647	ROYALTY	0.000459
2009992	E	023647	ROYALTY	0.000427
2010028	E	024768	WORKING	0.747735
2010030	E	024771	WORKING	0.783299
2010031	E	024791	ROYALTY	0.087040
2010032	E	024791	ROYALTY	0.020086
2010033	E	024791	ROYALTY	0.002158
2010034	E	024791	ROYALTY	0.004698
2010035	E	024791	ROYALTY	0.004316
2010036	E	024791	ROYALTY	0.004698
2010037	E	024791	ROYALTY	0.007167
2010038	E	024791	ROYALTY	0.007167
2010039	E	024791	ROYALTY	0.005036
2010040	E	024791	ROYALTY	0.007167
2010041	E	024791	ROYALTY	0.007167
2010042	E	024791	ROYALTY	0.002350
2010043	E	024791	ROYALTY	0.003510
2010044	E	024791	ROYALTY	0.002349
2010045	E	024791	ROYALTY	0.004698
2010046	E	024791	WORKING	0.800000
2010048	E	068752	ROYALTY	0.000908
2010056	E	142319	ROYALTY	0.017260
2010057	E	142319	ROYALTY	0.017260
2010058	E	142319	ROYALTY	0.017260
2010060	E	148399	OVERRIDE	0.001132
2010061	E	148399	ROYALTY	0.125000
2010062	E	149298	WORKING	0.812500
2010063	E	153438	OVERRIDE	0.009624
2010064	E	153438	ROYALTY	0.008884
2010065	E	153438	ROYALTY	0.023377
2010066	E	153438	ROYALTY	0.008839
2010067	E	153438	ROYALTY	0.007813
2010068	E	154325	ROYALTY	0.062500
2010072	E	155954	ROYALTY	0.000387
2010073	E	156112	ROYALTY	0.015625
2010074	E	156112	ROYALTY	0.015625
2010075	E	156112	ROYALTY	0.015625
2010076	E	156112	ROYALTY	0.023437
2010077	E	156112	ROYALTY	0.023437
2010078	E	156112	ROYALTY	0.023437
2010079	E	156112	ROYALTY	0.023437
2010080	E	156112	ROYALTY	0.046875
2010084	E	159622	ROYALTY	0.010796
2010094	E	161877	WORKING	0.812500
2010095	E	163855	WORKING	0.812500
2010096	E	165123	WORKING	0.812500
2010103	E	167413	ROYALTY	0.014583
2010104	E	167413	ROYALTY	0.014583
2010105	E	167413	ROYALTY	0.014583
2010115	E	168260	OVERRIDE	0.012500
2010124	E	170538	ROYALTY	0.007350
2010125	E	170538	ROYALTY	0.007350
2010126	E	170538	ROYALTY	0.007350
2010132	E	171232	ROYALTY	0.004547
2010139	E	171989	ROYALTY	0.001740
2010140	E	171989	ROYALTY	0.001740
2010154	E	171989	ROYALTY	0.000831
2010155	E	171989	ROYALTY	0.000831
2010158	E	172996	ROYALTY	0.001317
2010159	E	 	WORKING	0.750000
2010170	E	177910	ROYALTY	0.000033
2010173	E	179756	ROYALTY	0.000074
2010195	E	192683	OVERRIDE	0.010763
2010210	E	195489	ROYALTY	0.001340
2010212	E	195489	ROYALTY	0.001340
2010252	E	204707	ROYALTY	0.001292
2010260	E	207934	ROYALTY	0.003235
2010261	E	207934	ROYALTY	0.000361
2010264	E	207934	ROYALTY	0.002516
2010267	E	207934	ROYALTY	0.000943
2010268	E	207934	ROYALTY	0.002830
2010269	E	207934	ROYALTY	0.000344
2010270	E	207934	ROYALTY	0.000344
2010271	E	207934	ROYALTY	0.002432
2010272	E	207934	ROYALTY	0.002432
2010273	E	207934	ROYALTY	0.001048
2010281	E	207934	ROYALTY	0.000689
2010290	E	207934	ROYALTY	0.000599
2010291	E	207934	ROYALTY	0.000599
2010292	E	207934	ROYALTY	0.000599
2010293	E	207934	ROYALTY	0.000599
2010294	E	207934	ROYALTY	0.000453
2010295	E	207934	ROYALTY	0.005770
2010296	E	207934	ROYALTY	0.000689
2010302	E	207934	ROYALTY	0.000599
2010303	E	207934	ROYALTY	0.000453
2010306	E	207934	ROYALTY	0.000689
2010309	E	207934	ROYALTY	0.000574
2010310	E	207934	ROYALTY	0.000574
2010318	E	207934	ROYALTY	0.001199
2010319	E	207934	ROYALTY	0.001199
2010320	E	207934	ROYALTY	0.002300
2010321	E	207934	ROYALTY	0.001150
2010322	E	207934	WORKING	0.931091
2010325	E	209682	WORKING	0.799794
2010339	E	210896	OVERRIDE	0.001677
2010340	E	210896	OVERRIDE	0.006710
2010341	E	210896	OVERRIDE	0.006710
2010342	E	210896	OVERRIDE	0.003355
2010343	E	210896	OVERRIDE	0.001677
2010344	E	210896	OVERRIDE	0.003355
2010345	E	210896	OVERRIDE	0.001677
2010346	E	210896	ROYALTY	0.054091
2010347	E	210896	ROYALTY	0.054091
2010348	E	210896	ROYALTY	0.017541
2010349	E	210896	WORKING	0.849116
2010351	E	210921	WORKING	0.813954
2010370	E	213525	WORKING	0.737500
2010371	E	213934	ROYALTY	0.125000
2010372	E	213934	WORKING	0.875000
2010373	E	101006	OVERRIDE	0.000158
2010374	E	101006	OVERRIDE	0.000130
2010375	E	101006	ROYALTY	0.000144
2010376	E	101006	ROYALTY	0.000125
2010377	E	101006	ROYALTY	0.000149
2010378	E	101006	ROYALTY	0.000130
2010379	E	101006	ROYALTY	0.000134
2010380	E	101006	ROYALTY	0.000134
2010381	E	101006	ROYALTY	0.000134
2010382	E	101006	OVERRIDE	0.000158
2010383	E	101006	OVERRIDE	0.000130
2010384	E	101006	ROYALTY	0.000144
2010385	E	101006	ROYALTY	0.000125
2010386	E	101006	ROYALTY	0.000149
2010387	E	101006	ROYALTY	0.000130
2010388	E	101006	ROYALTY	0.000805
2010389	E	101006	ROYALTY	0.000402
2010390	E	101006	ROYALTY	0.000134
2010391	E	101006	ROYALTY	0.000134
2010392	E	101006	ROYALTY	0.000134
2010393	E	010496	ROYALTY	0.001045
2010399	E	010496	ROYALTY	0.010978
2010400	E	010496	ROYALTY	0.016936
2010401	E	010496	ROYALTY	0.013625
2010402	E	010496	ROYALTY	0.010978
2010403	E	010496	ROYALTY	0.007319
2010404	E	010496	ROYALTY	0.021956
2010406	E	010496	OVERRIDE	0.003342
2010407	E	010496	OVERRIDE	0.000789
2010408	E	010496	ROYALTY	0.001077
2010409	E	010496	ROYALTY	0.006393
2010410	E	010496	ROYALTY	0.006393
2010411	E	010496	ROYALTY	0.012787
2010413	E	010496	ROYALTY	0.006394
2010414	E	010496	ROYALTY	0.019726
2010415	E	010496	ROYALTY	0.000690
2010416	E	010496	ROYALTY	0.001463
2010417	E	010496	ROYALTY	0.015869
2010418	E	010496	ROYALTY	0.001077
2010419	E	010496	ROYALTY	0.012787
2010420	E	010496	ROYALTY	0.001463
2010421	E	010496	ROYALTY	0.008524
2010422	E	010496	ROYALTY	0.001798
2010423	E	010496	ROYALTY	0.001077
2010424	E	010496	ROYALTY	0.001798
2010425	E	010496	ROYALTY	0.001798
2010426	E	010496	ROYALTY	0.000690
2010427	E	010496	ROYALTY	0.001156
2010428	E	010496	ROYALTY	0.025573
2010430	E	010496	ROYALTY	0.001463
2010431	E	010496	ROYALTY	0.025573
2010432	E	010496	ROYALTY	0.000730
2010433	E	010496	ROYALTY	0.008524
2010434	E	010496	ROYALTY	0.006212
2010436	E	010496	OVERRIDE	0.000761
2010437	E	010496	OVERRIDE	0.001556
2010438	E	010496	ROYALTY	0.001167
2010439	E	010496	ROYALTY	0.003890
2010441	E	010496	ROYALTY	0.003124
2010442	E	010496	ROYALTY	0.001945
2010443	E	010496	ROYALTY	0.001404
2010449	E	010496	ROYALTY	0.001141
2010453	E	010496	ROYALTY	0.000793
2010454	E	010496	ROYALTY	0.000759
2010455	E	010496	ROYALTY	0.000716
2010456	E	010496	ROYALTY	0.001142
2010458	E	010496	ROYALTY	0.002038
2010459	E	010496	ROYALTY	0.020833
2010461	E	010496	ROYALTY	0.001188
2010462	E	010496	ROYALTY	0.001374
2010463	E	010496	ROYALTY	0.001374
2010464	E	010496	ROYALTY	0.001374
2010465	E	010496	ROYALTY	0.005208
2010466	E	010496	ROYALTY	0.002604
2010467	E	010496	ROYALTY	0.003906
2010468	E	010496	ROYALTY	0.002726
2010469	E	010496	ROYALTY	0.002609
2010470	E	010496	ROYALTY	0.002461
2010471	E	010496	ROYALTY	0.003924
2010472	E	010496	ROYALTY	0.000349
2010473	E	010496	ROYALTY	0.001186
2010474	E	010496	ROYALTY	0.001135
2010475	E	010496	ROYALTY	0.001070
2010476	E	010496	ROYALTY	0.001706
2010477	E	010496	ROYALTY	0.001736
2010478	E	010496	ROYALTY	0.001736
2010479	E	010496	ROYALTY	0.001736
2011454	E	008383	ROYALTY	0.007184
2011455	E	008383	ROYALTY	0.007185
2011456	E	207934	ROYALTY	0.001294
2011458	E	207934	ROYALTY	0.001294
2011921	E	001827	ROYALTY	0.021416
2011922	E	140785	ROYALTY	0.003446
2011925	E	150776	ROYALTY	0.004750
2011927	E	155954	ROYALTY	0.003446
2012333	E	001827	ROYALTY	0.005177
2012336	E	148210	ROYALTY	0.001981
2012340	E	148210	ROYALTY	0.001981
2012346	E	148210	ROYALTY	0.001981
2012348	E	148210	ROYALTY	0.001981
2012367	E	177910	ROYALTY	0.000706
2012369	E	200967	ROYALTY	0.009694
2012370	E	200967	ROYALTY	0.009694
2012387	E	010496	ROYALTY	0.001045
2012396	E	010496	ROYALTY	0.001288
2012398	E	010496	ROYALTY	0.000670
2012401	E	010496	ROYALTY	0.002893
2012402	E	010496	ROYALTY	0.001328
2012403	E	010496	ROYALTY	0.001447
2012405	E	010496	ROYALTY	0.000597
2012407	E	010496	ROYALTY	0.004961
2012408	E	010496	ROYALTY	0.003008
2012410	E	010496	ROYALTY	0.001742
2012411	E	010496	ROYALTY	0.001504
2012413	E	010496	ROYALTY	0.001203
2012632	E	196792	OVERRIDE	0.007883
2012634	E	196792	ROYALTY	0.002387
2012635	E	196792	ROYALTY	0.002387
2012676	E	196792	ROYALTY	0.000424
2012681	E	196792	ROYALTY	0.003788
2012684	E	196792	ROYALTY	0.003714
2012824	E	024771	OVERRIDE	0.000678
2012825	E	024771	ROYALTY	0.017608
2012826	E	024771	ROYALTY	0.004649
2012830	E	024771	ROYALTY	0.033848
2012831	E	024771	ROYALTY	0.005500
2012833	E	024771	ROYALTY	0.002748
2012834	E	024771	ROYALTY	0.002748
2012836	E	024771	ROYALTY	0.002748
2012837	E	024771	ROYALTY	0.017104
2012838	E	024771	ROYALTY	0.012450
2012839	E	024771	ROYALTY	0.000980
2012847	E	024771	ROYALTY	0.001628
2012848	E	024771	ROYALTY	0.001628
2012856	E	024771	ROYALTY	0.015625
2012858	E	024771	ROYALTY	0.001144
2012860	E	024771	ROYALTY	0.001628
2012861	E	024771	ROYALTY	0.001628
2012863	E	024771	ROYALTY	0.002188
2012881	E	024771	ROYALTY	0.007982
2012882	E	024771	ROYALTY	0.002825
2012883	E	024771	ROYALTY	0.046875
2012884	E	024771	ROYALTY	0.001836
2012885	E	024771	ROYALTY	0.002810
2012906	E	024771	ROYALTY	0.005702
2012912	E	024771	ROYALTY	0.002538
2012913	E	024771	ROYALTY	0.001067
2012918	E	024771	ROYALTY	0.007434
2014277	E	068752	ROYALTY	0.000545
2014282	E	143233	ROYALTY	0.002412
2014322	E	171989	OVERRIDE	0.005240
2014328	E	171989	ROYALTY	0.010417
2014331	E	171989	ROYALTY	0.001662
2014334	E	171989	ROYALTY	0.001440
2014345	E	171989	ROYALTY	0.010796
2014443	E	182010	ROYALTY	0.000524
2014447	E	182010	ROYALTY	0.001754
2014448	E	182010	ROYALTY	0.001414
2014451	E	182010	ROYALTY	0.000942
2014455	E	182010	ROYALTY	0.001764
2014458	E	182010	ROYALTY	0.000400
2014473	E	182010	ROYALTY	0.000742
2014477	E	192683	OVERRIDE	0.003559
2014478	E	192683	ROYALTY	0.001531
2014501	E	209682	ROYALTY	0.019301
2014504	E	209682	ROYALTY	0.019301
2014508	E	209682	ROYALTY	0.008909
2014513	E	209682	ROYALTY	0.002712
2014529	E	209682	ROYALTY	0.001592
2014530	E	209682	ROYALTY	0.001624
2014531	E	209682	ROYALTY	0.006799
2014539	E	209682	ROYALTY	0.001624
2014541	E	209682	ROYALTY	0.001624
2014544	E	209682	ROYALTY	0.000778
2014546	E	209682	ROYALTY	0.000778
2014547	E	209682	ROYALTY	0.004408
2014550	E	209682	ROYALTY	0.002333
2014554	E	209682	ROYALTY	0.001356
2014556	E	209682	ROYALTY	0.000778
2014557	E	209682	ROYALTY	0.001624
2014561	E	209682	ROYALTY	0.000565
2014562	E	209682	ROYALTY	0.000565
2014563	E	209682	ROYALTY	0.001415
2014564	E	209682	ROYALTY	0.001415
2014568	E	209682	ROYALTY	0.009440
2014580	E	209682	ROYALTY	0.006102
2014581	E	209682	ROYALTY	0.025525
2014613	E	209682	ROYALTY	0.003390
2014615	E	209682	ROYALTY	0.006102
2014637	E	211585	ROYALTY	0.015988
