acct	sched_cd	Div_ord	Type_Interest	Interest_Percent
0727156	E	154325	OVERRIDE	0.012422
0727159	E	154325	ROYALTY	0.026856
0727162	E	154325	ROYALTY	0.033848
0727172	E	154325	ROYALTY	0.009887
0727173	E	154325	ROYALTY	0.009887
0727184	E	154325	ROYALTY	0.005500
0727185	E	154325	ROYALTY	0.008952
0727243	E	155124	ROYALTY	0.068725
0727245	E	155124	ROYALTY	0.007917
0727249	E	155124	ROYALTY	0.006840
0727251	E	155124	ROYALTY	0.004341
0727259	E	155124	ROYALTY	0.008166
0727263	E	155124	ROYALTY	0.004167
0727264	E	155124	ROYALTY	0.004167
0727275	E	155124	ROYALTY	0.004341
0727288	E	155124	ROYALTY	0.008166
0727289	E	155124	ROYALTY	0.006099
0727355	E	155401	WORKING	0.835383
0727371	E	155578	ROYALTY	0.041666
0727374	E	155578	ROYALTY	0.008333
0727375	E	155578	ROYALTY	0.008333
0727378	E	155578	ROYALTY	0.016667
0727379	E	155578	ROYALTY	0.016667
0727380	E	 	WORKING	0.750000
0727390	E	155936	OVERRIDE	0.000276
0727393	E	155936	OVERRIDE	0.002204
0727394	E	155936	OVERRIDE	0.000442
0727397	E	155936	OVERRIDE	0.000882
0727399	E	155936	OVERRIDE	0.002204
0727401	E	155936	OVERRIDE	0.012422
0727404	E	155936	ROYALTY	0.026856
0727408	E	155936	ROYALTY	0.002750
0727409	E	155936	ROYALTY	0.002750
0727410	E	155936	ROYALTY	0.002750
0727412	E	155936	ROYALTY	0.000977
0727416	E	155936	ROYALTY	0.001099
0727417	E	155936	ROYALTY	0.009887
0727418	E	155936	ROYALTY	0.009887
0727419	E	155936	ROYALTY	0.001099
0727420	E	155936	ROYALTY	0.001099
0727421	E	155936	ROYALTY	0.001099
0727422	E	155936	ROYALTY	0.001099
0727423	E	155936	ROYALTY	0.001099
0727426	E	155936	ROYALTY	0.001953
0727427	E	155936	ROYALTY	0.001953
0727429	E	155936	ROYALTY	0.005500
0727430	E	155936	ROYALTY	0.008952
0727436	E	155936	ROYALTY	0.000781
0727437	E	155936	ROYALTY	0.000781
0727439	E	155936	ROYALTY	0.000949
0727442	E	155936	ROYALTY	0.000475
0727445	E	155936	ROYALTY	0.001099
0727446	E	155936	ROYALTY	0.001099
0727454	E	155936	ROYALTY	0.001139
0727458	E	155936	ROYALTY	0.001099
0727470	E	155936	ROYALTY	0.001099
0727473	E	155954	OVERRIDE	0.002724
0727474	E	155954	OVERRIDE	0.002394
0727475	E	155954	OVERRIDE	0.001206
0727477	E	155954	OVERRIDE	0.001206
0727478	E	155954	OVERRIDE	0.001494
0727479	E	155954	OVERRIDE	0.002410
0727480	E	155954	OVERRIDE	0.000628
0727481	E	155954	OVERRIDE	0.001206
0727482	E	155954	OVERRIDE	0.009642
0727483	E	155954	OVERRIDE	0.002410
0727484	E	155954	OVERRIDE	0.007232
0727490	E	155954	ROYALTY	0.001252
0727491	E	155954	ROYALTY	0.000732
0727493	E	155954	ROYALTY	0.001252
0727494	E	155954	ROYALTY	0.001566
0727516	E	155954	ROYALTY	0.001566
0727529	E	155954	ROYALTY	0.002727
0727531	E	155954	ROYALTY	0.000788
0727532	E	155954	ROYALTY	0.000788
0727533	E	155954	ROYALTY	0.002764
0727536	E	155954	ROYALTY	0.000387
0727538	E	155954	ROYALTY	0.001709
0727539	E	155954	ROYALTY	0.000680
0727540	E	155954	ROYALTY	0.002183
0727547	E	155954	ROYALTY	0.001559
0727554	E	155954	ROYALTY	0.000410
0727570	E	155954	ROYALTY	0.002331
0727571	E	155954	ROYALTY	0.000484
0727574	E	155954	ROYALTY	0.000453
0727576	E	155954	ROYALTY	0.000625
0727583	E	155954	ROYALTY	0.000626
0727584	E	155954	ROYALTY	0.000626
0727589	E	155954	ROYALTY	0.001559
0727592	E	155954	ROYALTY	0.000776
0727596	E	155954	ROYALTY	0.000863
0727597	E	155954	ROYALTY	0.000863
0727598	E	155954	ROYALTY	0.000863
0727599	E	155954	ROYALTY	0.000863
0727600	E	155954	ROYALTY	0.000863
0728148	E	101006	ROYALTY	0.000072
0728152	E	101006	ROYALTY	0.000073
0728159	E	101006	ROYALTY	0.000064
0728205	E	101006	ROYALTY	0.000147
0728210	E	101006	ROYALTY	0.000398
0728223	E	101006	ROYALTY	0.000067
0728246	E	101006	ROYALTY	0.000081
0728247	E	101006	ROYALTY	0.000080
0728251	E	101006	ROYALTY	0.000073
0728252	E	101006	ROYALTY	0.000073
0728343	E	101006	ROYALTY	0.000072
0728347	E	101006	ROYALTY	0.000073
0728354	E	101006	ROYALTY	0.000064
0728400	E	101006	ROYALTY	0.000147
0728405	E	101006	ROYALTY	0.000398
0728418	E	101006	ROYALTY	0.000067
0728441	E	101006	ROYALTY	0.000081
0728442	E	101006	ROYALTY	0.000080
0728446	E	101006	ROYALTY	0.000073
0728447	E	101006	ROYALTY	0.000073
0728913	E	010496	ROYALTY	0.019737
0728918	E	010496	ROYALTY	0.213750
0728925	E	010496	ROYALTY	0.015176
0728930	E	010496	ROYALTY	0.164342
0728936	E	010496	ROYALTY	0.001125
0728941	E	010496	ROYALTY	0.006250
0728942	E	010496	ROYALTY	0.006250
0728943	E	010496	ROYALTY	0.025000
0728944	E	010496	ROYALTY	0.006250
0728945	E	010496	ROYALTY	0.006250
0728946	E	010496	ROYALTY	0.028719
0728947	E	010496	ROYALTY	0.000914
0728953	E	010496	ROYALTY	0.023321
0728963	E	010496	ROYALTY	0.001476
0728968	E	010496	ROYALTY	0.002180
0728969	E	010496	ROYALTY	0.002180
0728970	E	010496	ROYALTY	0.008719
0728971	E	010496	ROYALTY	0.002180
0728972	E	010496	ROYALTY	0.002180
0728973	E	010496	ROYALTY	0.037674
0728986	E	010496	ROYALTY	0.001975
0728987	E	010496	ROYALTY	0.001975
0728988	E	010496	ROYALTY	0.002647
0728993	E	010496	ROYALTY	0.067558
0729036	E	010496	ROYALTY	0.031023
0729038	E	010496	ROYALTY	0.000589
0729039	E	010496	ROYALTY	0.000589
0729042	E	010496	ROYALTY	0.000810
0729054	E	010496	ROYALTY	0.001056
0729056	E	010496	ROYALTY	0.001188
0729078	E	010496	ROYALTY	0.004797
0729079	E	010496	ROYALTY	0.004797
0729080	E	010496	ROYALTY	0.016484
0729091	E	010496	ROYALTY	0.002087
0729111	E	010496	ROYALTY	0.007813
0730251	E	012320	ROYALTY	0.003510
0741433	E	010496	ROYALTY	0.001059
0741439	E	010496	ROYALTY	0.001413
0741441	E	010496	ROYALTY	0.001059
0741442	E	010496	ROYALTY	0.001059
0741443	E	010496	ROYALTY	0.001059
0741444	E	010496	ROYALTY	0.001059
0741446	E	010496	ROYALTY	0.001059
0741457	E	010496	ROYALTY	0.000530
0741458	E	010496	ROYALTY	0.000530
0741459	E	010496	ROYALTY	0.000530
0741460	E	010496	ROYALTY	0.001589
0743259	E	152177	ROYALTY	0.002059
0744718	E	010496	ROYALTY	0.013013
0747765	E	010496	ROYALTY	0.002112
0757786	E	001303	ROYALTY	0.004688
0757791	E	001766	ROYALTY	0.007813
0757793	E	001771	ROYALTY	0.000163
0757796	E	001776	ROYALTY	0.003907
0757797	E	001776	ROYALTY	0.003906
0757800	E	001822	ROYALTY	0.013021
0757807	E	002395	ROYALTY	0.001226
0757808	E	002395	ROYALTY	0.001226
0757809	E	002395	ROYALTY	0.001227
0757813	E	002401	ROYALTY	0.000916
0757814	E	002401	ROYALTY	0.000916
0757815	E	002401	ROYALTY	0.000917
0757859	E	004369	ROYALTY	0.093750
0757865	E	004733	ROYALTY	0.083750
0757868	E	006895	WORKING	0.875000
0757876	E	007666	WORKING	0.875000
0757880	E	008371	WORKING	0.859375
0757895	E	008373	ROYALTY	0.011458
0757899	E	008373	WORKING	0.875000
0757902	E	008374	ROYALTY	0.011458
0757906	E	008374	WORKING	0.875000
0757908	E	008380	WORKING	0.875000
0757910	E	008381	ROYALTY	0.000729
0757911	E	008381	ROYALTY	0.001460
0757912	E	008381	ROYALTY	0.000729
0757913	E	008381	ROYALTY	0.000729
0757914	E	008381	WORKING	0.875000
0757915	E	008382	WORKING	0.875000
0757916	E	008383	WORKING	0.875000
0757917	E	008388	ROYALTY	0.004687
0757918	E	008388	ROYALTY	0.003126
0757919	E	008388	WORKING	0.875000
0757921	E	008389	WORKING	0.875000
0757932	E	009415	WORKING	0.843750
0758051	E	013450	ROYALTY	0.001853
0758072	E	016930	WORKING	0.875000
0758079	E	016930	WORKING	0.875000
0758143	E	022527	OVERRIDE	0.013334
0758221	E	023095	ROYALTY	0.003614
0758263	E	023095	ROYALTY	0.005404
0758266	E	023095	ROYALTY	0.003952
0758272	E	023095	ROYALTY	0.026855
0758288	E	023095	ROYALTY	0.012027
0758294	E	007374	OVERRIDE	0.008934
0758309	E	040559	OVERRIDE	0.013469
0758347	E	049025	OVERRIDE	0.001476
0758358	E	068752	ROYALTY	0.004453
0758393	E	091313	ROYALTY	0.003750
0758583	E	141931	OVERRIDE	0.000969
0758604	E	142319	ROYALTY	0.006734
0763989	E	153438	OVERRIDE	0.015000
0763992	E	153438	ROYALTY	0.099374
0763993	E	153438	ROYALTY	0.008250
0763994	E	153438	ROYALTY	0.008250
0763995	E	153438	ROYALTY	0.008250
0763996	E	153438	ROYALTY	0.008250
0763997	E	153438	ROYALTY	0.007812
0763998	E	153438	ROYALTY	0.007812
0764003	E	153438	ROYALTY	0.007812
0764006	E	153438	ROYALTY	0.003906
0764007	E	153438	ROYALTY	0.008250
0764487	E	159622	OVERRIDE	0.016638
0764495	E	159622	ROYALTY	0.058595
0764498	E	159622	ROYALTY	0.027384
0764531	E	159622	ROYALTY	0.010417
0764534	E	159622	ROYALTY	0.010417
0764594	E	160023	WORKING	0.756089
0764607	E	160367	OVERRIDE	0.015000
0764613	E	160367	ROYALTY	0.060338
0764615	E	160367	ROYALTY	0.042353
0764627	E	160513	ROYALTY	0.047811
0764983	E	160513	ROYALTY	0.008720
0765206	E	161313	ROYALTY	0.078006
0765564	E	161539	ROYALTY	0.026856
0765664	E	101006	OVERRIDE	0.000088
0765666	E	101006	OVERRIDE	0.000402
0765691	E	101006	ROYALTY	0.000269
0765692	E	101006	ROYALTY	0.000454
0765693	E	101006	ROYALTY	0.000454
0765697	E	101006	ROYALTY	0.000144
0765699	E	101006	ROYALTY	0.000245
0765708	E	101006	ROYALTY	0.000076
0765709	E	101006	ROYALTY	0.000091
0765712	E	101006	ROYALTY	0.000215
0765715	E	101006	ROYALTY	0.001478
0765716	E	101006	ROYALTY	0.001477
0765717	E	101006	ROYALTY	0.001477
0765719	E	101006	ROYALTY	0.000286
0765720	E	101006	ROYALTY	0.000310
0765722	E	101006	ROYALTY	0.000268
0765730	E	101006	ROYALTY	0.000491
0765732	E	101006	ROYALTY	0.000080
0765733	E	101006	ROYALTY	0.000081
0765737	E	101006	ROYALTY	0.000165
0765738	E	101006	ROYALTY	0.000165
0765739	E	101006	ROYALTY	0.000165
0765741	E	101006	ROYALTY	0.001270
0765751	E	101006	ROYALTY	0.000077
0765752	E	101006	ROYALTY	0.000077
0765753	E	101006	ROYALTY	0.000077
0765755	E	101006	ROYALTY	0.000143
0765757	E	101006	ROYALTY	0.000221
0765758	E	101006	ROYALTY	0.000089
0765759	E	101006	ROYALTY	0.000064
0765777	E	101006	ROYALTY	0.000094
0765778	E	101006	ROYALTY	0.000094
0765786	E	101006	ROYALTY	0.000170
0765790	E	101006	OVERRIDE	0.000088
0765792	E	101006	OVERRIDE	0.000402
0765817	E	101006	ROYALTY	0.000269
0765818	E	101006	ROYALTY	0.000454
0765819	E	101006	ROYALTY	0.000454
0765823	E	101006	ROYALTY	0.000144
0765825	E	101006	ROYALTY	0.000245
0765834	E	101006	ROYALTY	0.000076
0765835	E	101006	ROYALTY	0.000091
0765838	E	101006	ROYALTY	0.000215
0765841	E	101006	ROYALTY	0.001478
0765842	E	101006	ROYALTY	0.001477
0765843	E	101006	ROYALTY	0.001477
0765845	E	101006	ROYALTY	0.000286
0765846	E	101006	ROYALTY	0.000310
0765848	E	101006	ROYALTY	0.000268
0765856	E	101006	ROYALTY	0.000491
0765858	E	101006	ROYALTY	0.000080
0765859	E	101006	ROYALTY	0.000081
0765863	E	101006	ROYALTY	0.000165
0765864	E	101006	ROYALTY	0.000165
0765865	E	101006	ROYALTY	0.000165
0765867	E	101006	ROYALTY	0.001270
0765877	E	101006	ROYALTY	0.000077
0765878	E	101006	ROYALTY	0.000077
0765879	E	101006	ROYALTY	0.000077
0765881	E	101006	ROYALTY	0.000143
0765883	E	101006	ROYALTY	0.000221
0765884	E	101006	ROYALTY	0.000089
0765885	E	101006	ROYALTY	0.000064
0765903	E	101006	ROYALTY	0.000094
0765904	E	101006	ROYALTY	0.000094
0765912	E	101006	ROYALTY	0.000170
0766168	E	010496	ROYALTY	0.000577
0766169	E	010496	ROYALTY	0.000577
0766170	E	010496	ROYALTY	0.001005
0766174	E	010496	ROYALTY	0.000589
0766175	E	010496	ROYALTY	0.000589
0766176	E	010496	ROYALTY	0.001026
0766192	E	010496	ROYALTY	0.000137
0766193	E	010496	ROYALTY	0.000186
0766203	E	010496	ROYALTY	0.001203
0766204	E	010496	ROYALTY	0.010416
0766205	E	010496	ROYALTY	0.010417
0766206	E	010496	ROYALTY	0.010417
0766207	E	010496	OVERRIDE	0.000474
0766208	E	010496	OVERRIDE	0.000104
0766213	E	010496	ROYALTY	0.003260
0766218	E	010496	ROYALTY	0.000224
0766219	E	010496	ROYALTY	0.000224
0766220	E	010496	ROYALTY	0.000398
0766221	E	010496	ROYALTY	0.001556
0766223	E	010496	ROYALTY	0.003480
0766230	E	010496	ROYALTY	0.000242
0766233	E	010496	ROYALTY	0.000589
0766234	E	010496	ROYALTY	0.020833
0766238	E	010496	ROYALTY	0.000528
0766245	E	010496	ROYALTY	0.001890
0766249	E	010496	ROYALTY	0.001155
0766250	E	010496	ROYALTY	0.000578
0766251	E	010496	ROYALTY	0.000578
0766252	E	010496	ROYALTY	0.000204
0766253	E	010496	ROYALTY	0.001197
0766260	E	010496	ROYALTY	0.016927
0777960	E	008397	ROYALTY	0.062500
0777973	E	021100	OVERRIDE	0.015625
0777976	E	021100	ROYALTY	0.008015
0778042	E	023095	OVERRIDE	0.071512
0778045	E	049025	ROYALTY	0.003142
0778130	E	140150	ROYALTY	0.004698
0778134	E	141931	ROYALTY	0.048458
0778161	E	 	WORKING	0.750000
0778168	E	155936	ROYALTY	0.000244
0778169	E	155936	ROYALTY	0.000245
0778219	E	101006	OVERRIDE	0.002052
0778220	E	101006	OVERRIDE	0.002052
0778221	E	101006	OVERRIDE	0.001110
0778222	E	101006	ROYALTY	0.000061
0778224	E	101006	ROYALTY	0.000541
0778225	E	101006	OVERRIDE	0.002052
0778226	E	101006	OVERRIDE	0.002052
0778227	E	101006	OVERRIDE	0.001110
0778228	E	101006	ROYALTY	0.000061
0778230	E	101006	ROYALTY	0.000541
0798808	E	001766	ROYALTY	0.001984
0798810	E	001777	ROYALTY	0.000937
0798811	E	001777	ROYALTY	0.000938
0798831	E	008388	ROYALTY	0.003126
0798832	E	008388	ROYALTY	0.003126
0798834	E	008389	ROYALTY	0.001172
0798836	E	008389	ROYALTY	0.001172
0798837	E	008389	ROYALTY	0.001172
0798862	E	020988	OVERRIDE	0.025000
0798863	E	020988	ROYALTY	0.034375
0798864	E	020988	ROYALTY	0.034375
0798866	E	021021	OVERRIDE	0.025000
0798867	E	021021	ROYALTY	0.040509
0798869	E	021100	ROYALTY	0.002978
0798870	E	021100	ROYALTY	0.013477
0798875	E	021318	ROYALTY	0.021280
0798879	E	021333	OVERRIDE	0.010000
0798914	E	005696	OVERRIDE	0.003635
0798916	E	007562	ROYALTY	0.022749
0798917	E	007562	ROYALTY	0.022749
0798918	E	007562	ROYALTY	0.021374
0798919	E	008548	ROYALTY	0.006305
0798920	E	008548	ROYALTY	0.098438
0798922	E	035629	ROYALTY	0.000266
0798923	E	035629	ROYALTY	0.000207
0798983	E	140785	ROYALTY	0.002505
0798984	E	140785	ROYALTY	0.000312
0798985	E	140785	ROYALTY	0.000841
0798990	E	148210	ROYALTY	0.000476
0798992	E	148210	ROYALTY	0.006024
0798993	E	148210	ROYALTY	0.003012
0799019	E	149888	OVERRIDE	0.006944
0799023	E	149888	ROYALTY	0.008334
0799037	E	150776	ROYALTY	0.001119
0799055	E	152177	OVERRIDE	0.033726
0799056	E	152177	ROYALTY	0.000634
0799061	E	153354	ROYALTY	0.006274
0799173	E	155936	ROYALTY	0.000385
0799176	E	155954	ROYALTY	0.002504
0799178	E	155954	ROYALTY	0.000841
0799213	E	158949	OVERRIDE	0.016709
0799219	E	158949	OVERRIDE	0.010354
0799222	E	158949	OVERRIDE	0.013703
0799287	E	162216	ROYALTY	0.015989
0799288	E	162216	ROYALTY	0.005859
0799289	E	162216	ROYALTY	0.001420
0799291	E	162216	ROYALTY	0.002784
0799293	E	162216	ROYALTY	0.008710
0799294	E	162216	ROYALTY	0.011419
0799295	E	162216	ROYALTY	0.002730
0799297	E	162216	ROYALTY	0.003320
0799298	E	162216	ROYALTY	0.003047
0799299	E	162216	ROYALTY	0.003047
0799300	E	162216	ROYALTY	0.003047
0799301	E	162216	ROYALTY	0.001341
0799302	E	162216	ROYALTY	0.003047
0799303	E	162216	ROYALTY	0.001341
0799306	E	162912	ROYALTY	0.083333
0799307	E	162912	ROYALTY	0.041667
0799308	E	162912	ROYALTY	0.020000
0799309	E	162912	ROYALTY	0.035000
0799311	E	162912	ROYALTY	0.041667
0799317	E	162912	ROYALTY	0.016667
0799319	E	162912	WORKING	0.736666
0799321	E	163855	ROYALTY	0.031250
0799322	E	163855	ROYALTY	0.031250
0799323	E	163855	ROYALTY	0.007812
0799324	E	163855	ROYALTY	0.007813
0799325	E	163855	ROYALTY	0.007812
0799326	E	163855	ROYALTY	0.007813
0799327	E	163855	ROYALTY	0.031250
0799328	E	163855	ROYALTY	0.004688
0799329	E	163855	ROYALTY	0.004687
0799330	E	163855	ROYALTY	0.006250
0799331	E	163855	ROYALTY	0.015625
0799378	E	164521	OVERRIDE	0.007500
0799379	E	164521	OVERRIDE	0.007500
0799380	E	164521	OVERRIDE	0.007500
0799382	E	164521	ROYALTY	0.019422
0799383	E	164521	ROYALTY	0.012502
0799384	E	164521	ROYALTY	0.012502
0799385	E	164521	ROYALTY	0.012502
0799386	E	164521	ROYALTY	0.012502
0799387	E	164521	ROYALTY	0.000591
0799391	E	164521	ROYALTY	0.001049
0799392	E	164521	ROYALTY	0.001049
0799394	E	164521	ROYALTY	0.000699
0799395	E	164521	ROYALTY	0.002448
0799396	E	164521	ROYALTY	0.083333
0799399	E	165123	ROYALTY	0.031250
0799400	E	165123	ROYALTY	0.031250
0799405	E	165123	ROYALTY	0.031250
0799409	E	165671	ROYALTY	0.007240
0799413	E	165671	ROYALTY	0.078006
0799414	E	165671	ROYALTY	0.009036
0799415	E	165671	ROYALTY	0.007807
0799420	E	165671	ROYALTY	0.009191
0799421	E	165671	ROYALTY	0.009191
0799424	E	165671	ROYALTY	0.004755
0799425	E	165671	ROYALTY	0.004755
0799430	E	165671	ROYALTY	0.007926
0799545	E	101006	OVERRIDE	0.005120
0799546	E	101006	OVERRIDE	0.000378
0799547	E	101006	OVERRIDE	0.000478
0799550	E	101006	OVERRIDE	0.000756
0799551	E	101006	OVERRIDE	0.001800
0799552	E	101006	OVERRIDE	0.002082
0799554	E	101006	OVERRIDE	0.002082
0799555	E	101006	OVERRIDE	0.001792
0799556	E	101006	OVERRIDE	0.000382
0799557	E	101006	OVERRIDE	0.000382
0799558	E	101006	OVERRIDE	0.000810
0799559	E	101006	OVERRIDE	0.000812
0799561	E	101006	ROYALTY	0.000454
0799562	E	101006	ROYALTY	0.000369
0799565	E	101006	ROYALTY	0.002923
0799568	E	101006	WORKING	0.822909
0799569	E	101006	OVERRIDE	0.005120
0799570	E	101006	OVERRIDE	0.000378
0799571	E	101006	OVERRIDE	0.000478
0799574	E	101006	OVERRIDE	0.000756
0799575	E	101006	OVERRIDE	0.001800
0799576	E	101006	OVERRIDE	0.002082
0799578	E	101006	OVERRIDE	0.002082
0799580	E	101006	OVERRIDE	0.000382
0799581	E	101006	OVERRIDE	0.000382
0799582	E	101006	OVERRIDE	0.000810
0799583	E	101006	OVERRIDE	0.000812
0799585	E	101006	ROYALTY	0.000454
0799586	E	101006	ROYALTY	0.000369
0799589	E	101006	ROYALTY	0.002923
0799592	E	101006	WORKING	0.822909
0799657	E	010496	ROYALTY	0.000925
0799658	E	010496	ROYALTY	0.000925
0799659	E	010496	ROYALTY	0.000318
0799660	E	010496	ROYALTY	0.000318
0799661	E	010496	ROYALTY	0.000318
0799662	E	010496	ROYALTY	0.000318
0799663	E	010496	ROYALTY	0.000318
0799668	E	010496	ROYALTY	0.000835
0799669	E	010496	ROYALTY	0.000835
0799670	E	010496	ROYALTY	0.001336
0799672	E	010496	ROYALTY	0.001850
0799673	E	010496	ROYALTY	0.001850
0799674	E	010496	ROYALTY	0.003628
0799675	E	010496	ROYALTY	0.003628
0799676	E	010496	ROYALTY	0.001409
0799679	E	010496	ROYALTY	0.002604
0799680	E	010496	ROYALTY	0.002604
0799682	E	010496	ROYALTY	0.001112
0799683	E	010496	ROYALTY	0.000442
0799686	E	010496	ROYALTY	0.001633
0799687	E	010496	ROYALTY	0.006029
0799688	E	010496	ROYALTY	0.000992
0799692	E	010496	ROYALTY	0.003906
0799693	E	010496	ROYALTY	0.005208
0799694	E	010496	ROYALTY	0.005209
0799702	E	112715	ROYALTY	0.013394
0799703	E	112715	ROYALTY	0.010417
0799712	E	115366	OVERRIDE	0.020833
0799719	E	115366	ROYALTY	0.040625
0799720	E	115366	ROYALTY	0.015625
0804007	E	008371	ROYALTY	0.004144
0804017	E	010496	ROYALTY	0.000883
0804336	E	006895	ROYALTY	0.011720
0804343	E	006895	ROYALTY	0.011720
0804347	E	008389	ROYALTY	0.011720
0804349	E	008389	ROYALTY	0.011720
0804410	E	021333	ROYALTY	0.000867
0806337	E	021100	OVERRIDE	0.015625
0806347	E	010496	ROYALTY	0.000572
0806348	E	010496	ROYALTY	0.000572
0818113	E	158949	ROYALTY	0.038194
0818129	E	158949	ROYALTY	0.069822
0818151	E	158949	ROYALTY	0.055178
0824710	E	001776	ROYALTY	0.062500
0824711	E	001777	ROYALTY	0.000625
0824712	E	001777	ROYALTY	0.000625
0824713	E	001777	ROYALTY	0.000625
0824726	E	002395	OVERRIDE	0.005879
0824732	E	011149	WORKING	0.742500
0824733	E	012020	ROYALTY	0.005651
0824734	E	012020	ROYALTY	0.003673
0824735	E	012020	ROYALTY	0.014867
0824736	E	012020	ROYALTY	0.005622
0824758	E	017378	WORKING	0.803704
0824759	E	017912	WORKING	0.803704
0824760	E	018095	WORKING	0.803704
0824782	E	022130	ROYALTY	0.075759
0824848	E	008549	WORKING	0.808539
0824851	E	035629	ROYALTY	0.001041
0824870	E	109010	WORKING	0.864582
0824889	E	140785	ROYALTY	0.000405
0824890	E	140785	ROYALTY	0.001669
0824892	E	140785	ROYALTY	0.000238
0824893	E	140785	ROYALTY	0.000238
0824895	E	140785	ROYALTY	0.000238
0824900	E	148399	ROYALTY	0.005650
0824902	E	148399	ROYALTY	0.003672
0824903	E	148399	ROYALTY	0.014668
0824904	E	148399	ROYALTY	0.005821
0824911	E	150776	WORKING	0.724796
0824917	E	154325	ROYALTY	0.007433
0824923	E	155936	ROYALTY	0.002825
0824925	E	155936	ROYALTY	0.001837
0824926	E	155936	ROYALTY	0.007433
0824927	E	155936	ROYALTY	0.002811
0824928	E	155954	ROYALTY	0.000404
0824929	E	155954	ROYALTY	0.001668
0824946	E	158949	ROYALTY	0.022063
0824951	E	159622	ROYALTY	0.006015
0824963	E	160367	ROYALTY	0.084775
0824965	E	160367	ROYALTY	0.010083
0824987	E	164521	ROYALTY	0.001224
0825297	E	167413	WORKING	0.683646
0825302	E	167999	OVERRIDE	0.015000
0825305	E	167999	ROYALTY	0.067934
0825306	E	167999	ROYALTY	0.005418
0825307	E	167999	ROYALTY	0.005418
0825308	E	167999	ROYALTY	0.005418
0825309	E	167999	ROYALTY	0.010999
0825311	E	167999	ROYALTY	0.005650
0825312	E	167999	ROYALTY	0.003674
0825313	E	167999	ROYALTY	0.014868
0825314	E	167999	ROYALTY	0.005622
0825315	E	167999	ROYALTY	0.125000
0825618	E	168260	OVERRIDE	0.010000
0825620	E	168260	ROYALTY	0.029124
0825623	E	168260	ROYALTY	0.000381
0825624	E	168260	ROYALTY	0.000775
0825625	E	168260	ROYALTY	0.000636
0825626	E	168260	ROYALTY	0.000708
0825627	E	168260	ROYALTY	0.004206
0825628	E	168260	ROYALTY	0.000474
0825631	E	168260	ROYALTY	0.001330
0825632	E	168260	ROYALTY	0.001221
0825634	E	168260	ROYALTY	0.000391
0825637	E	168260	ROYALTY	0.000428
0825638	E	168260	ROYALTY	0.000541
0825640	E	168260	ROYALTY	0.000358
0825641	E	168260	ROYALTY	0.000901
0825642	E	168260	ROYALTY	0.000337
0825643	E	168260	ROYALTY	0.000279
0825644	E	168260	ROYALTY	0.001574
0825645	E	168260	ROYALTY	0.000589
0825647	E	168260	ROYALTY	0.000381
0825648	E	168260	ROYALTY	0.000764
0825649	E	168260	ROYALTY	0.000765
0825650	E	168260	ROYALTY	0.000901
0825651	E	168260	ROYALTY	0.001050
0825652	E	168260	ROYALTY	0.000276
0825654	E	168260	ROYALTY	0.000628
0825656	E	168260	ROYALTY	0.001307
0825657	E	168260	ROYALTY	0.000344
0825658	E	168260	ROYALTY	0.000737
0825659	E	168260	ROYALTY	0.001364
0825660	E	168260	ROYALTY	0.000538
0825663	E	168260	ROYALTY	0.000273
0825664	E	168260	ROYALTY	0.000421
0825665	E	168260	ROYALTY	0.000474
0825666	E	168260	ROYALTY	0.000492
0825668	E	168260	ROYALTY	0.000282
0825669	E	168260	ROYALTY	0.000382
0825670	E	168260	ROYALTY	0.000390
0825671	E	168260	ROYALTY	0.000431
0825673	E	168260	ROYALTY	0.000429
0825674	E	168260	ROYALTY	0.000325
0825678	E	168260	ROYALTY	0.000560
0825679	E	168260	ROYALTY	0.001297
0825680	E	168260	ROYALTY	0.000863
0825682	E	168260	ROYALTY	0.000523
0825685	E	168260	ROYALTY	0.000522
0825686	E	168260	ROYALTY	0.000619
0825687	E	168260	ROYALTY	0.000302
0825688	E	168260	ROYALTY	0.000560
0825689	E	168260	ROYALTY	0.001852
0825699	E	168260	ROYALTY	0.000384
0825700	E	168260	ROYALTY	0.000250
0825701	E	168260	ROYALTY	0.000302
0825702	E	168260	ROYALTY	0.000661
0825703	E	168260	ROYALTY	0.000671
0825705	E	168260	ROYALTY	0.000777
0825709	E	168260	ROYALTY	0.002119
0825710	E	168260	ROYALTY	0.000481
0825711	E	168260	ROYALTY	0.000786
0825713	E	168260	ROYALTY	0.000668
0825714	E	168260	ROYALTY	0.001005
0825715	E	168260	ROYALTY	0.000370
0825717	E	168260	ROYALTY	0.000566
0825718	E	168260	ROYALTY	0.000572
0825719	E	168260	ROYALTY	0.000280
0825721	E	168260	ROYALTY	0.000734
0825722	E	168260	ROYALTY	0.000306
0825723	E	168260	ROYALTY	0.000830
0825725	E	168260	ROYALTY	0.001468
0825726	E	168260	ROYALTY	0.001425
0825727	E	168260	ROYALTY	0.001771
0825728	E	168260	ROYALTY	0.000356
0825729	E	168260	ROYALTY	0.000287
0825730	E	168260	ROYALTY	0.000266
0825731	E	168260	ROYALTY	0.000247
0825733	E	168260	ROYALTY	0.000596
0825734	E	168260	ROYALTY	0.000554
0825735	E	168260	ROYALTY	0.000811
0825737	E	168260	ROYALTY	0.000276
0825738	E	168260	ROYALTY	0.001142
0825741	E	168260	ROYALTY	0.000401
0825746	E	168260	ROYALTY	0.000255
